Month,usg_apt,fg_apt,carrier,type,Total
1,ORD,KRK,LO,Passengers,1351
1,LAX,BZE,AA,Passengers,1359
1,CLT,BZE,AA,Passengers,1363
1,RDU,YUL,QK,Passengers,1371
1,LAS,YEG,RV,Passengers,1385
1,LAX,YVR,AA,Passengers,1407
1,EWR,POS,UA,Passengers,1410
1,FLL,MBJ,BW,Passengers,1423
1,MCO,YXE,WS,Passengers,1424
1,FLL,PUJ,NK,Passengers,1440
1,PHL,BDA,AA,Passengers,1472
1,PHX,CUU,OO,Passengers,1477
1,EWR,SAP,UA,Passengers,1480
1,MCO,YVR,WS,Passengers,1482
1,HNL,YVR,AC,Passengers,1485
1,IAD,SJO,UA,Passengers,1490
1,DTW,YYZ,9E,Passengers,1499
1,FLL,SXM,NK,Passengers,1501
1,BWI,YUL,QK,Passengers,1510
1,PHX,YUL,RV,Passengers,1512
1,GUM,YAP,UA,Passengers,1519
1,DTW,YUL,RJ,Passengers,1536
1,FLL,YUL,AC,Passengers,1546
1,DTW,NAS,DL,Passengers,1561
1,IAD,SVO,SU,Passengers,1562
1,IAD,GCM,UA,Passengers,1590
1,BOS,RAI,VR,Passengers,1612
1,TPA,NAS,3M,Passengers,1613
1,IAD,AUA,UA,Passengers,1613
1,IAH,PUJ,UA,Passengers,1619
1,LAX,SJD,WN,Passengers,1621
1,MKE,YYZ,ZX,Passengers,1625
1,TPA,ZRH,8R,Passengers,1628
1,EWR,SKB,UA,Passengers,1641
1,BOS,TER,S4,Passengers,1657
1,ATL,ELH,9E,Passengers,1668
1,MEM,YYZ,QK,Passengers,1673
1,BOS,BDA,B6,Passengers,1696
1,JFK,SNN,EI,Passengers,1701
1,PHL,PLS,AA,Passengers,1703
1,BOS,MBJ,DL,Passengers,1718
1,FLL,FPO,3M,Passengers,1750
1,SJU,FRA,DE,Passengers,1756
1,SJU,YUL,AC,Passengers,1761
1,LAS,YWG,WS,Passengers,1762
1,PHX,MZT,YV,Passengers,1765
1,BOS,MEX,B6,Passengers,1767
1,EWR,SAL,UA,Passengers,1770
1,IAD,YUL,QK,Passengers,1771
1,LAS,CDG,AF,Passengers,1771
1,LAS,YXE,WS,Passengers,1794
1,MIA,BEL,JJ,Passengers,1797
1,HNL,PPT,HA,Passengers,1798
1,MCO,YQB,TS,Passengers,1798
1,LAX,SJD,UA,Passengers,1807
1,MDW,PUJ,WN,Passengers,1814
1,SEA,YVR,AS,Passengers,1815
1,JFK,BCN,IB,Passengers,1823
1,MIA,SSA,JJ,Passengers,1831
1,LAS,YQR,WS,Passengers,1835
1,RDU,CUN,DL,Passengers,1852
1,LAX,CUN,4O,Passengers,1856
1,TPA,YWG,WO,Passengers,1867
1,PHX,YLW,WS,Passengers,1868
1,DEN,YYC,WS,Passengers,1880
1,BWI,LIR,WN,Passengers,1881
1,MIA,AMS,OR,Passengers,1888
1,FLL,YVR,TS,Passengers,1895
1,AZA,YYC,WS,Passengers,1895
1,FLL,YYZ,AC,Passengers,1993
1,ORD,YYZ,QK,Passengers,1904
1,BOS,AUA,DL,Passengers,1905
1,DFW,DGO,Y4,Passengers,1907
1,ORD,MLM,VB,Passengers,1908
1,SJU,YYZ,WS,Passengers,1908
1,IAH,GCM,UA,Passengers,1909
1,LAS,YLW,WO,Passengers,1915
1,FLL,YWG,WO,Passengers,1915
1,HOU,MBJ,WN,Passengers,1921
1,BOS,LIR,B6,Passengers,1930
1,IAH,HAV,UA,Passengers,1938
1,DEN,YYZ,OO,Passengers,1955
1,PSP,YWG,WS,Passengers,1967
1,LAS,NRT,DL,Passengers,1970
1,LAS,TLV,LY,Passengers,1972
1,PIE,YYZ,WG,Passengers,1985
1,LAX,BJX,5D,Passengers,1985
1,MIA,PTP,AF,Passengers,1994
1,EWR,BZE,UA,Passengers,1994
1,LAX,RAR,NZ,Passengers,2005
1,ORD,LIR,UA,Passengers,2013
1,JFK,MEX,B6,Passengers,2015
1,BOS,DUB,DL,Passengers,2018
1,JFK,BDA,B6,Passengers,2020
1,CLT,GDL,AA,Passengers,2021
1,LAX,MTY,4O,Passengers,2021
1,ORD,GCM,AA,Passengers,2030
1,IAH,CUN,NK,Passengers,2032
1,FLL,YYC,WS,Passengers,2032
1,JFK,YUL,MQ,Passengers,2036
1,PHX,PVR,Y4,Passengers,2054
1,RSW,YOW,WS,Passengers,2057
1,MCO,CTG,NK,Passengers,2059
1,DEN,YYZ,YX,Passengers,2084
1,LAS,CDG,DL,Passengers,2093
1,JFK,SKB,AA,Passengers,2096
1,MCO,MEX,B6,Passengers,2110
1,SAN,PVR,WN,Passengers,2111
1,IAD,PUJ,UA,Passengers,2112
1,MCO,SAL,NK,Passengers,2114
1,JFK,SAP,TA,Passengers,2121
1,DFW,DGO,MQ,Passengers,2133
1,ORD,PVR,F9,Passengers,2136
1,BOS,PUJ,DL,Passengers,2141
1,SJU,EIS,9K,Passengers,2152
1,IAH,MBJ,UA,Passengers,2154
1,PHX,YWG,WS,Passengers,2185
1,PHX,YYZ,WS,Passengers,2190
1,DEN,YYC,OO,Passengers,2190
1,BWI,SJO,WN,Passengers,2192
1,IAD,YYZ,C5,Passengers,2192
1,DFW,TGU,AA,Passengers,2195
1,MSP,ZIH,SY,Passengers,2197
1,EWR,FCO,UA,Passengers,2197
1,SMF,YVR,QK,Passengers,2199
1,IAH,CUU,EV,Passengers,2211
1,ORD,CTU,HU,Passengers,2214
1,FLL,MEX,B6,Passengers,2220
1,SAT,GDL,Y4,Passengers,2222
1,SJC,ZCL,Y4,Passengers,2248
1,SFB,AMS,OR,Passengers,2252
1,PHL,YUL,PT,Passengers,2252
1,SJU,YYZ,AC,Passengers,2255
1,BWI,NAS,WN,Passengers,2260
1,BOS,BGI,B6,Passengers,2307
1,MCO,CDG,DY,Passengers,2307
1,FLL,GCM,B6,Passengers,2315
1,ATL,PAP,DL,Passengers,2318
1,CVG,CUN,F9,Passengers,2321
1,PHL,PUJ,AA,Passengers,2322
1,FLL,FPO,UP,Passengers,2329
1,MDW,MBJ,WN,Passengers,2331
1,FLL,ELH,3M,Passengers,2355
1,IND,CUN,F9,Passengers,2371
1,IAH,PTY,CA,Passengers,2374
1,MCO,SAP,NK,Passengers,2382
1,IAH,NAS,UA,Passengers,2395
1,ORD,CDG,AA,Passengers,2404
1,MIA,YYZ,WG,Passengers,2407
1,JFK,GYD,J2,Passengers,2416
1,IAH,TAM,EV,Passengers,2419
1,BOS,PAP,B6,Passengers,2423
1,MDW,DGO,Y4,Passengers,2428
1,TPA,YOW,RV,Passengers,2438
1,ORD,QRO,Y4,Passengers,2456
1,MCO,MDE,NK,Passengers,2463
1,MIA,GEO,PY,Passengers,2464
1,TPA,YHZ,RV,Passengers,2466
1,MIA,SVD,AA,Passengers,2470
1,LAX,PVR,UA,Passengers,2473
1,CLT,UVF,AA,Passengers,2474
1,LAS,MTY,VB,Passengers,2476
1,MIA,SAL,TA,Passengers,2476
1,LAS,MTY,5D,Passengers,2484
1,LAX,MAD,IB,Passengers,2486
1,CLT,GDL,Y4,Passengers,2501
1,MCO,MBJ,NK,Passengers,2508
1,FAT,BJX,Y4,Passengers,2512
1,BDL,YYZ,QK,Passengers,2520
1,DTW,MBJ,NK,Passengers,2538
1,LAS,YXX,WO,Passengers,2541
1,MSP,CZM,SY,Passengers,2545
1,BOS,YOW,QK,Passengers,2559
1,MCO,YWG,WS,Passengers,2559
1,BOS,NAS,B6,Passengers,2563
1,PHX,YQR,WS,Passengers,2578
1,TPA,GCM,KX,Passengers,2586
1,LAS,AMS,DL,Passengers,2589
1,DFW,CUN,NK,Passengers,2596
1,MIA,PUJ,LA,Passengers,2597
1,JFK,SJO,B6,Passengers,2626
1,LAS,YWG,WO,Passengers,2629
1,BOS,PUJ,B6,Passengers,2631
1,IAH,CZM,UA,Passengers,2638
1,DEN,LIR,UA,Passengers,2638
1,LAS,YXU,WO,Passengers,2650
1,PHX,MZT,OO,Passengers,2663
1,IAH,PBC,EV,Passengers,2668
1,CLE,PUJ,F9,Passengers,2671
1,IAH,HAV,YV,Passengers,2673
1,MCO,KIN,NK,Passengers,2683
1,BOS,CMN,AT,Passengers,2684
1,STL,CUN,WN,Passengers,2695
1,MSP,YYZ,OO,Passengers,2704
1,MSY,YUL,TS,Passengers,2715
1,MIA,BON,AA,Passengers,2718
1,MIA,GDL,Y4,Passengers,2728
1,MCO,YEG,WO,Passengers,2728
1,FLL,PLS,B6,Passengers,2734
1,DFW,YVR,QK,Passengers,2738
1,ORD,YWG,OO,Passengers,2743
1,MDW,AGU,Y4,Passengers,2744
1,PHX,YXE,WS,Passengers,2745
1,DFW,CUN,SY,Passengers,2768
1,DEN,YWG,OO,Passengers,2768
1,MIA,YQB,WG,Passengers,2775
1,MCO,POS,BW,Passengers,2776
1,IAH,YYZ,KV,Passengers,2776
1,SJC,BJX,Y4,Passengers,2784
1,MCO,MBJ,WN,Passengers,2788
1,ORD,PLS,UA,Passengers,2812
1,AZA,YWG,WO,Passengers,2822
1,DFW,GCM,AA,Passengers,2824
1,MIA,YUL,WG,Passengers,2826
1,SFO,YEG,QK,Passengers,2830
1,IAH,YYZ,UA,Passengers,2837
1,IAH,VER,EV,Passengers,2838
1,IAH,MLM,EV,Passengers,2842
1,ATL,BRU,DL,Passengers,2845
1,MCO,YWG,WO,Passengers,2858
1,IAH,OAX,EV,Passengers,2877
1,MIA,PEI,AA,Passengers,2890
1,MCO,YXU,WO,Passengers,2971
1,JFK,GCM,KX,Passengers,3001
1,MCO,YHZ,WS,Passengers,3003
1,PDX,YYC,WS,Passengers,3006
1,MSP,SJD,SY,Passengers,3008
1,LAX,FCO,AZ,Passengers,3011
1,DEN,KEF,FI,Passengers,3014
1,MCO,YHZ,RV,Passengers,3019
1,SMF,BJX,Y4,Passengers,3022
1,EWR,HAV,YX,Passengers,3026
1,IAD,GVA,UA,Passengers,3056
1,PDX,YVR,OO,Passengers,3091
1,EWR,YYZ,YX,Passengers,3093
1,DCA,YOW,QK,Passengers,3098
1,AZA,YEG,WO,Passengers,3113
1,JFK,CUR,B6,Passengers,3116
1,DFW,YYZ,MQ,Passengers,3131
1,BNA,YYZ,WS,Passengers,3144
1,EWR,PVR,UA,Passengers,3146
1,DFW,YUL,KV,Passengers,3147
1,MSP,LIR,SY,Passengers,3521
1,MSY,PTY,CM,Passengers,3181
1,BOS,YHZ,QK,Passengers,3196
1,MSP,CZM,DL,Passengers,3203
1,BOS,FCO,AZ,Passengers,3205
1,MCO,YOW,WS,Passengers,3210
1,MSP,PUJ,SY,Passengers,3220
1,FLL,YUL,WG,Passengers,3222
1,FLL,PUJ,B6,Passengers,3226
1,DEN,PVR,F9,Passengers,3240
1,JFK,SAL,Q6,Passengers,3260
1,ORD,BZE,UA,Passengers,3264
1,MIA,REC,JJ,Passengers,3283
1,MSP,MZT,SY,Passengers,3288
1,MIA,ARN,SK,Passengers,3306
1,MCO,GDL,Y4,Passengers,3306
1,MSP,YUL,9E,Passengers,3315
1,BDL,DUB,EI,Passengers,3315
1,IAH,ACA,YV,Passengers,3321
1,PPG,APW,PH,Passengers,3331
1,JFK,DSS,DL,Passengers,3332
1,DFW,SAP,AA,Passengers,3333
1,MIA,MTY,YX,Passengers,3333
1,ATL,GGT,9E,Passengers,3348
1,ORD,YVR,QK,Passengers,3421
1,JFK,ANU,B6,Passengers,3447
1,MIA,OSL,SK,Passengers,3449
1,LAX,CKG,HU,Passengers,3451
1,ATL,BON,DL,Passengers,3459
1,HNL,MAJ,UA,Passengers,3465
1,CLE,CUN,F9,Passengers,3468
1,JFK,CKG,HU,Passengers,3497
1,IAD,YTZ,PD,Passengers,3506
1,PHL,YUL,QK,Passengers,3511
1,DFW,TRC,MQ,Passengers,3513
1,DTW,BJX,5D,Passengers,3521
1,SFO,BCN,DY,Passengers,3540
1,FLL,BGI,B6,Passengers,3544
1,DEN,YUL,QK,Passengers,3553
1,IND,YYZ,ZX,Passengers,3556
1,PHX,YYC,AC,Passengers,3564
1,LAX,CSX,HU,Passengers,3575
1,ORD,YYC,MQ,Passengers,3600
1,MIA,PAP,AF,Passengers,3602
1,IND,CDG,DL,Passengers,3608
1,LAX,GUA,Q6,Passengers,3635
1,DTW,MTY,DL,Passengers,3658
1,LAX,OAX,Y4,Passengers,3663
1,JFK,BUD,LO,Passengers,3673
1,MIA,CZM,YX,Passengers,3683
1,DTW,PVR,DL,Passengers,3686
1,DTW,QRO,5D,Passengers,3703
1,JFK,TAS,HY,Passengers,3704
1,LAX,CTU,HU,Passengers,3708
1,EWR,YUL,C5,Passengers,3721
1,SPN,CAN,3U,Passengers,3742
1,CLT,YYZ,KV,Passengers,3760
1,LAX,ZLO,AS,Passengers,3768
1,MIA,CMN,AT,Passengers,3778
1,MCO,NAS,B6,Passengers,3785
1,LAX,AGU,Y4,Passengers,3810
1,PHL,PUJ,F9,Passengers,3820
1,MIA,ELH,MQ,Passengers,3823
1,LAX,SZX,CA,Passengers,3825
1,ORD,MTY,EV,Passengers,3826
1,DTW,MTY,5D,Passengers,3861
1,PHL,DUB,EI,Passengers,3888
1,EWR,GUA,UA,Passengers,3891
1,SPN,HGH,JD,Passengers,3893
1,AUS,YYZ,AC,Passengers,3900
1,IAH,ZIH,YV,Passengers,3908
1,JFK,CTU,HU,Passengers,3917
1,DFW,YUL,MQ,Passengers,3919
1,DFW,CUU,MQ,Passengers,3937
1,TPA,YHM,WO,Passengers,3938
1,FLL,YHM,WO,Passengers,3938
1,IAH,ADD,ET,Passengers,3952
1,SFO,TLV,LY,Passengers,3952
1,DTW,SJD,DL,Passengers,3961
1,RSW,DUS,EW,Passengers,3964
1,CMH,YYZ,QK,Passengers,3965
1,FAT,MLM,Y4,Passengers,3966
1,LAS,NRT,AA,Passengers,3980
1,PSP,YYZ,RV,Passengers,3988
1,EWR,ANU,UA,Passengers,4007
1,SAN,PVR,AS,Passengers,4012
1,LAX,CPH,SK,Passengers,4016
1,MIA,MID,YX,Passengers,4048
1,DFW,OAX,MQ,Passengers,4052
1,ATL,HAV,9E,Passengers,4053
1,JFK,MTY,5D,Passengers,4054
1,MCO,GUA,NK,Passengers,4060
1,JFK,MAD,UX,Passengers,4076
1,SFO,CDG,DY,Passengers,4079
1,SEA,CUN,DL,Passengers,4082
1,ATL,CTG,DL,Passengers,4084
1,FLL,STI,B6,Passengers,4086
1,ORD,GDL,VB,Passengers,4096
1,RSW,YUL,RV,Passengers,4099
1,PSP,YVR,AC,Passengers,4105
1,LAX,SJO,AS,Passengers,4130
1,AUS,MEX,5D,Passengers,4136
1,DFW,SAL,AA,Passengers,4136
1,DFW,MZT,YV,Passengers,4155
1,PHL,YUL,OH,Passengers,4157
1,IAH,SAL,NK,Passengers,4176
1,KOA,YVR,RV,Passengers,4178
1,EWR,YOW,QK,Passengers,4185
1,MIA,SAL,AV,Passengers,4192
1,SFO,YVR,OO,Passengers,4199
1,ATL,BDA,DL,Passengers,4204
1,EWR,SJD,UA,Passengers,4208
1,MDW,CUN,WN,Passengers,4211
1,SJC,GDL,AM,Passengers,4231
1,MCO,PAP,B6,Passengers,4231
1,SFO,TAO,MU,Passengers,4248
1,JFK,WUH,CZ,Passengers,4251
1,MCI,CUN,F9,Passengers,4279
1,DFW,MEX,5D,Passengers,4293
1,DFW,MLM,YV,Passengers,4297
1,LAX,MAD,DY,Passengers,4300
1,DCA,YUL,QK,Passengers,4305
1,FLL,SXM,B6,Passengers,4327
1,LAX,MTY,5D,Passengers,4337
1,SLC,YVR,OO,Passengers,4354
1,JFK,EDI,DL,Passengers,4370
1,SJC,MLM,Y4,Passengers,4377
1,LAX,YVR,OO,Passengers,4382
1,STL,PUJ,F9,Passengers,4383
1,LAX,HKG,HX,Passengers,4383
1,BOS,NAS,DL,Passengers,4399
1,LAX,PVR,CP,Passengers,4400
1,LAX,SAL,Q6,Passengers,4406
1,FLL,REC,AD,Passengers,4413
1,JFK,ADD,ET,Passengers,4435
1,ATL,YVR,DL,Passengers,4440
1,SFO,BCN,IB,Passengers,4440
1,SEA,PEK,HU,Passengers,4467
1,MCO,HAV,B6,Passengers,4471
1,FLL,POS,B6,Passengers,4505
1,LAS,FRA,EW,Passengers,4507
1,JFK,BEG,JU,Passengers,4510
1,LAS,YEG,WS,Passengers,4514
1,SFO,PPT,UA,Passengers,4537
1,LAX,NKG,MU,Passengers,4557
1,FLL,ARN,DY,Passengers,4573
1,GUM,TPE,CI,Passengers,4579
1,CVG,YYZ,QK,Passengers,4590
1,IAD,SAL,Q6,Passengers,4598
1,FLL,AXM,NK,Passengers,4601
1,GUM,ROR,UA,Passengers,4624
1,HNL,TPE,CI,Passengers,4630
1,IAH,GUA,NK,Passengers,4666
1,BOS,TLV,LY,Passengers,4682
1,EWR,YUL,YX,Passengers,4686
1,GUM,TKK,UA,Passengers,4719
1,DEN,PTY,CM,Passengers,4723
1,SEA,DUB,EI,Passengers,4730
1,TPA,YUL,RV,Passengers,4733
1,PIT,LHR,BA,Passengers,4749
1,LAX,JED,SV,Passengers,4781
1,EWR,OPO,TP,Passengers,4782
1,SEA,PVR,DL,Passengers,4816
1,LGA,YOW,9E,Passengers,4821
1,MCO,BOG,B6,Passengers,4822
1,MCO,NAS,UP,Passengers,4834
1,MCO,EZE,AR,Passengers,4842
1,FLL,POS,BW,Passengers,4843
1,IAD,YUL,C5,Passengers,4843
1,BOS,BDA,DL,Passengers,4849
1,MCO,YYZ,TS,Passengers,4896
1,ORD,YUL,YX,Passengers,4900
1,FLL,BEL,AD,Passengers,4903
1,LAS,YHM,WO,Passengers,4948
1,OGG,YYC,AC,Passengers,4953
1,FLL,AUA,B6,Passengers,4963
1,SFO,NAN,FJ,Passengers,4967
1,EWR,ORY,B0,Passengers,4978
1,KOA,HND,HA,Passengers,4981
1,MDW,YTZ,PD,Passengers,4982
1,MSP,DUB,EI,Passengers,4992
1,EWR,YYC,AC,Passengers,5010
1,FLL,OSL,DY,Passengers,5015
1,JFK,LIS,DL,Passengers,5020
1,DTW,YUL,9E,Passengers,5021
1,DFW,GYE,AA,Passengers,5038
1,DCA,YYZ,OH,Passengers,5051
1,IAD,CAI,MS,Passengers,5053
1,MDW,ZCL,Y4,Passengers,5059
1,SFO,CTU,UA,Passengers,5060
1,CLE,YYZ,QK,Passengers,5073
1,PHX,GDL,YV,Passengers,5075
1,LAX,ZCL,Y4,Passengers,5079
1,LAX,LTO,AS,Passengers,5132
1,LAS,MEX,4O,Passengers,5103
1,MCO,YUL,TS,Passengers,5107
1,BOS,MAD,IB,Passengers,5127
1,SAT,MTY,4O,Passengers,5131
1,PHL,ZRH,AA,Passengers,5132
1,EWR,YOW,EV,Passengers,5137
1,IAD,AMS,UA,Passengers,5148
1,JFK,EZE,AR,Passengers,5162
1,IAD,CMN,AT,Passengers,5163
1,SJU,PUJ,B6,Passengers,5166
1,MSP,MBJ,SY,Passengers,5175
1,LAX,HEL,AY,Passengers,5179
1,JFK,MBJ,BW,Passengers,5229
1,PHL,YOW,PT,Passengers,5235
1,FLL,CDG,DY,Passengers,5247
1,IAH,MGA,UA,Passengers,5250
1,MCO,MEX,Y4,Passengers,5252
1,SFO,YYC,OO,Passengers,5270
1,JFK,HAV,B6,Passengers,5281
1,IAH,AGU,EV,Passengers,5290
1,MIA,CPH,SK,Passengers,5310
1,ORD,NAS,UA,Passengers,5330
1,MSP,LIR,DL,Passengers,5341
1,JFK,YUL,9E,Passengers,5348
1,IAD,JED,SV,Passengers,5350
1,BOS,BCN,IB,Passengers,5365
1,PHX,HMO,OO,Passengers,5372
1,DTW,YOW,9E,Passengers,5382
1,DFW,GDL,Y4,Passengers,5382
1,FLL,MBJ,NK,Passengers,5400
1,SFO,MEL,UA,Passengers,5402
1,OAK,BJX,Y4,Passengers,5407
1,PBI,YUL,RV,Passengers,5423
1,LAX,MLM,Y4,Passengers,5427
1,LAX,ARN,SK,Passengers,5432
1,BOS,AMS,KL,Passengers,5446
1,PHX,GDL,Y4,Passengers,5455
1,PHL,CUN,F9,Passengers,5480
1,JFK,LGW,BA,Passengers,5481
1,MCO,YHM,WO,Passengers,5495
1,EWR,YUL,KV,Passengers,5496
1,SEA,FRA,DE,Passengers,5500
1,SLC,GDL,5D,Passengers,5501
1,SAT,MEX,5D,Passengers,5543
1,SLC,PVR,DL,Passengers,5563
1,JFK,LOS,DL,Passengers,5563
1,SJU,BOG,AV,Passengers,5568
1,SEA,CDG,AF,Passengers,5583
1,JFK,YYC,WS,Passengers,5586
1,GUM,FUK,UA,Passengers,5587
1,MCO,KEF,FI,Passengers,5610
1,JFK,BDA,DL,Passengers,5615
1,IAD,DEL,AI,Passengers,5626
1,FLL,KIN,BW,Passengers,5628
1,TPA,LGW,DI,Passengers,5633
1,SEA,PVG,HU,Passengers,5643
1,JFK,GDL,Y4,Passengers,5646
1,DTW,FRA,DL,Passengers,5649
1,MIA,COR,AA,Passengers,5650
1,FLL,KIN,NK,Passengers,5666
1,FLL,CTG,B6,Passengers,5666
1,LAX,TLV,LY,Passengers,5683
1,IAH,SAP,NK,Passengers,5687
1,ORD,AUA,UA,Passengers,5705
1,MCO,MBJ,B6,Passengers,5707
1,LAS,AMS,KL,Passengers,5713
1,BWI,CUN,NK,Passengers,5717
1,IAH,MTY,4O,Passengers,5732
1,MIA,DUS,EW,Passengers,5740
1,LAX,PPT,AF,Passengers,5741
1,MCO,YYZ,WG,Passengers,5747
1,EWR,CPT,UA,Passengers,5755
1,LAS,FRA,DE,Passengers,5760
1,FLL,SAL,NK,Passengers,5761
1,JFK,ORY,AF,Passengers,5775
1,DFW,MBJ,AA,Passengers,5803
1,IAH,YUL,KV,Passengers,5812
1,EWR,ORY,LV,Passengers,5831
1,EWR,LIM,UA,Passengers,5847
1,IAD,LIS,TP,Passengers,5854
1,HNL,YYZ,AC,Passengers,5863
1,SLC,YYC,DL,Passengers,5867
1,ORD,AMS,UA,Passengers,5878
1,DFW,SLP,YV,Passengers,5900
1,DFW,AGU,MQ,Passengers,5910
1,MIA,MEX,Y4,Passengers,5916
1,IAH,MUC,UA,Passengers,5945
1,BNA,LHR,BA,Passengers,5952
1,PHL,SXM,AA,Passengers,5968
1,IAH,TGU,UA,Passengers,5985
1,FLL,GYE,B6,Passengers,5987
1,MIA,GGT,YX,Passengers,5992
1,FLL,BZE,WN,Passengers,5998
1,MCO,YYZ,AC,Passengers,6005
1,ATL,CZM,DL,Passengers,6005
1,BNA,YYZ,QK,Passengers,6022
1,DTW,NGO,DL,Passengers,6024
1,MIA,CTG,AV,Passengers,6036
1,MIA,DUB,EI,Passengers,6045
1,OAK,MLM,Y4,Passengers,6046
1,LAS,MTY,4O,Passengers,6053
1,SAN,YYC,WS,Passengers,6059
1,SEA,YYZ,AC,Passengers,6060
1,LAS,LGW,BA,Passengers,6061
1,IAD,RUH,SV,Passengers,6073
1,ORD,BRU,UA,Passengers,6074
1,JFK,MDE,AV,Passengers,6089
1,BOS,PDL,S4,Passengers,6095
1,ORD,CDG,AF,Passengers,6110
1,MIA,BAQ,AV,Passengers,6113
1,IAH,RTB,UA,Passengers,6120
1,ATL,MAD,DL,Passengers,6123
1,ORD,YUL,OO,Passengers,6145
1,MIA,SAP,TA,Passengers,6145
1,MDW,BJX,Y4,Passengers,6151
1,JFK,PLS,DL,Passengers,6159
1,LAX,BJX,Y4,Passengers,6161
1,DFW,SAL,TA,Passengers,6166
1,IAD,YYZ,KV,Passengers,6168
1,RNO,GDL,Y4,Passengers,6169
1,MIA,HEL,AY,Passengers,6174
1,PHL,NAS,AA,Passengers,6176
1,OAK,MEX,Y4,Passengers,6180
1,DFW,LIR,AA,Passengers,6185
1,LAX,TNA,3U,Passengers,6185
1,LAX,AUH,EY,Passengers,6225
1,HNL,BNE,HA,Passengers,6227
1,LAX,XMN,MF,Passengers,6239
1,LAX,TAO,MF,Passengers,6243
1,DEN,YVR,QK,Passengers,6247
1,ATL,TGU,DL,Passengers,6275
1,ORD,KEF,FI,Passengers,6277
1,SJU,MAD,IB,Passengers,6291
1,JFK,BDA,AA,Passengers,6291
1,ORD,GDL,Y4,Passengers,6309
1,IAH,SAL,TA,Passengers,6309
1,HNL,CTS,HA,Passengers,6315
1,EWR,WAW,LO,Passengers,6326
1,MSY,YYZ,QK,Passengers,6329
1,MIA,PLS,YX,Passengers,6338
1,EWR,GCM,UA,Passengers,6359
1,ATL,MAN,VS,Passengers,6360
1,IAD,TLV,UA,Passengers,6362
1,BOS,YYZ,WS,Passengers,6367
1,IAH,GDL,Y4,Passengers,6368
1,JFK,LIR,B6,Passengers,6376
1,MIA,CAP,AA,Passengers,6382
1,DFW,UIO,AA,Passengers,6383
1,CLT,BGI,AA,Passengers,6393
1,SEA,SJD,DL,Passengers,6398
1,IAH,SLP,YV,Passengers,6401
1,PHX,MEX,AA,Passengers,6408
1,BWI,MBJ,NK,Passengers,6434
1,JFK,FOC,MF,Passengers,6434
1,LAX,HGH,3U,Passengers,6450
1,IAD,KEF,FI,Passengers,6454
1,MSP,MEX,DL,Passengers,6469
1,MSP,YXE,OO,Passengers,6487
1,IAD,MUC,LH,Passengers,6488
1,JFK,RUH,SV,Passengers,6491
1,SPN,PVG,3U,Passengers,6503
1,FLL,CNF,AD,Passengers,6504
1,SFO,PPT,BF,Passengers,6506
1,FLL,GCM,WN,Passengers,6536
1,SFO,YYC,QK,Passengers,6542
1,BOS,SNN,EI,Passengers,6545
1,SLC,CDG,DL,Passengers,6558
1,FLL,PLS,WN,Passengers,6570
1,EWR,SXM,UA,Passengers,6574
1,SAT,MEX,Y4,Passengers,6590
1,JFK,ANU,AA,Passengers,6598
1,LAS,YYC,RV,Passengers,6613
1,DFW,QRO,MQ,Passengers,6622
1,ATL,STR,DL,Passengers,6623
1,MSP,PUJ,DL,Passengers,6630
1,SNA,YVR,WS,Passengers,6631
1,MCO,CNF,AD,Passengers,6635
1,FLL,YOW,RV,Passengers,6648
1,EWR,YHZ,EV,Passengers,6676
1,LAX,SHE,CZ,Passengers,6681
1,SFO,WUH,CZ,Passengers,6684
1,DEN,GDL,Y4,Passengers,6687
1,MIA,GCM,KX,Passengers,6690
1,DEN,YYZ,UA,Passengers,6716
1,DTW,YYZ,QK,Passengers,6724
1,DFW,PEK,AA,Passengers,6724
1,EWR,YYZ,C5,Passengers,6735
1,TPA,PTY,CM,Passengers,6745
1,IAD,YYZ,YV,Passengers,6752
1,MSP,AMS,KL,Passengers,6756
1,FLL,STI,NK,Passengers,6757
1,CVG,CDG,DL,Passengers,6763
1,IAH,MAN,SQ,Passengers,6764
1,SPN,PEK,MU,Passengers,6769
1,SFO,YUL,AC,Passengers,6772
1,LGA,YUL,MQ,Passengers,6786
1,ORD,CDG,UA,Passengers,6791
1,SJC,SJD,AS,Passengers,6795
1,SFO,MEL,QF,Passengers,6797
1,MSP,YYC,OO,Passengers,6797
1,LAX,EZE,AA,Passengers,6799
1,LAX,MEX,AA,Passengers,6820
1,DEN,YEG,OO,Passengers,6836
1,DFW,BOG,AA,Passengers,6839
1,PHL,AMS,AA,Passengers,6859
1,JFK,MXP,AA,Passengers,6860
1,FLL,PUJ,WN,Passengers,6871
1,IAH,GDL,UA,Passengers,6876
1,MIA,AMS,KL,Passengers,6876
1,DFW,BZE,AA,Passengers,6884
1,MIA,MXP,AA,Passengers,6900
1,DFW,YYC,MQ,Passengers,6902
1,JFK,MAD,DY,Passengers,6905
1,IAD,MEX,UA,Passengers,6915
1,MIA,BDA,AA,Passengers,6923
1,HNL,MEL,JQ,Passengers,6925
1,MIA,NAS,AA,Passengers,6928
1,JFK,ACC,DL,Passengers,6944
1,IAH,UIO,UA,Passengers,6966
1,CLT,MEX,AA,Passengers,6971
1,JFK,VIE,OS,Passengers,6971
1,JFK,AMM,RJ,Passengers,6975
1,LAX,WAW,LO,Passengers,6977
